group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
32,3,1,"1,2,4,5,31","1,2,11,16,27",3804.7878,38616545.0,kernel_32_26.txt,False,4294967291
32,3,6,"6,7,23,24,25","6,7,9,11,25",13920.377,139641670.0,kernel_32_30.txt,False,4294967291
32,3,2,"2,3,5,29,31","2,3,13,20,22",5829.842,58821570.0,kernel_32_31.txt,False,4294967291
32,3,24,"14,22,23,24,25","4,11,20,24,25",51111.9109,503332120.0,kernel_32_34.txt,False,4294967291
32,3,14,"14,15,20,27,31","6,10,14,15,26",30237.792,301281870.0,kernel_32_39.txt,False,4294967291
32,3,22,"6,14,18,22,23","17,21,22,23,28",47063.812,464715575.0,kernel_32_40.txt,False,4294967291
32,3,12,"12,13,15,21,29","1,10,12,13,19",26135.4971,260871820.0,kernel_32_44.txt,False,4294967291
32,3,9,"9,10,14,16,29","5,9,10,24,28",19985.7222,200256745.0,kernel_32_46.txt,False,4294967291
32,3,5,"5,6,16,19,26","5,6,14,30,31",11866.8369,119436645.0,kernel_32_49.txt,False,4294967291
32,3,12,"12,13,16,19,22","3,12,13,22,26",26114.7031,260871820.0,kernel_32_52.txt,False,4294967291
32,3,20,"3,7,20,21,24","8,20,21,23,29",42711.196,422512020.0,kernel_32_7.txt,False,4294967291
32,3,21,"2,11,21,22,23","10,21,22,24,25",44755.9309,442717045.0,kernel_32_71.txt,False,4294967291
32,3,4,"2,4,5,12,20","1,4,5,16,20",9833.1299,99231620.0,kernel_32_74.txt,False,4294967291
32,3,19,"8,11,19,20,30","4,10,19,20,21",40639.929,402306995.0,kernel_32_83.txt,False,4294967291
32,3,22,"3,22,23,24,28","6,22,23,27,28",46889.896,462922070.0,kernel_32_85.txt,False,4294967291
32,3,11,"11,12,16,20,27","5,11,12,15,23",24046.3682,240666795.0,kernel_32_90.txt,False,4294967291
32,3,13,"1,7,13,14,16","2,13,14,19,30",28145.5161,281076845.0,kernel_32_95.txt,False,4294967291
32,3,30,"0,18,20,30,31","5,6,9,30,31",63635.217,624562270.0,,False,4294967291
32,4,2,"2,3,5,16,20,29","2,3,6,7,16,19",387166.7241,2495615010.0,kernel_32_10.txt,False,4294967291
32,4,0,"0,1,3,9,19,27","0,1,14,15,25,30",153727.5562,990046225.0,kernel_32_100.txt,False,4294967291
32,4,17,"0,17,18,22,25,27","3,15,17,18,19,29",2720702.738,17346308385.0,kernel_32_11.txt,False,4294967291
32,4,0,"0,1,2,24,28,32","0,1,5,13,15,21",79802.064,515522560.0,kernel_32_12.txt,False,4294967291
32,4,9,"8,9,10,18,26,31","4,5,7,9,10,17",1466777.6951,9425938585.0,kernel_32_13.txt,False,4294967291
32,4,6,"6,7,9,13,16,28","0,5,6,7,23,32",966609.8049,6198038630.0,kernel_32_14.txt,False,4294967291
32,4,5,"5,6,10,12,13,23","5,6,10,15,26,31",890934.793,5723514965.0,kernel_32_15.txt,False,4294967291
32,4,2,"1,2,3,6,12,27","0,2,3,5,13,14",349661.0151,2237853730.0,kernel_32_16.txt,False,4294967291
32,4,4,"4,5,11,24,27,30","4,5,10,14,15,23",737186.9309,4733468740.0,kernel_32_17.txt,False,4294967291
32,4,3,"3,4,18,24,25,29","3,4,5,8,14,28",542505.2209,3485661235.0,kernel_32_18.txt,False,4294967291
32,4,3,"2,3,4,23,30,31","1,3,4,5,14,27",501836.1589,3227899955.0,kernel_32_19.txt,False,4294967291
32,4,7,"7,8,12,22,28,30","5,7,8,9,10,28",1201596.634,7703607415.0,kernel_32_2.txt,False,4294967291
32,4,0,"0,1,5,7,8,27","0,1,11,20,24,28",154634.1941,990046225.0,kernel_32_20.txt,False,4294967291
32,4,6,"2,6,7,14,20,28","1,6,7,9,11,15",965643.613,6198038630.0,kernel_32_21.txt,False,4294967291
32,4,13,"5,11,13,14,24,29","13,14,16,22,23,29",2166861.1912,13860647150.0,kernel_32_22.txt,False,4294967291
32,4,2,"0,2,3,17,27,30","2,3,13,16,20,21",463032.8059,2970138675.0,kernel_32_23.txt,False,4294967291
32,4,15,"15,16,21,23,30,32","8,15,16,17,25,26",2447441.4241,15623977215.0,kernel_32_24.txt,False,4294967291
32,4,8,"2,8,9,22,24,31","5,8,9,12,19,22",1356120.3379,8693653640.0,kernel_32_25.txt,False,4294967291
32,4,1,"1,2,13,25,28,31","1,2,7,16,24,32",275666.948,1763330065.0,kernel_32_26.txt,False,4294967291
32,4,5,"5,6,12,21,27,32","2,3,5,6,11,29",812381.1411,5207992405.0,kernel_32_27.txt,False,4294967291
32,4,10,"1,3,7,10,11,21","0,9,10,11,17,20",1584721.7349,10158223530.0,kernel_32_28.txt,False,4294967291
32,4,3,"0,3,4,16,18,26","2,3,4,9,20,25",542442.158,3485661235.0,kernel_32_29.txt,False,4294967291
32,4,0,"0,1,5,26,31,32","0,1,2,17,28,32",39650.8511,257761280.0,kernel_32_3.txt,False,4294967291
32,4,1,"1,2,13,16,26,30","1,2,8,13,18,28",274287.5491,1763330065.0,kernel_32_30.txt,False,4294967291
32,4,17,"6,11,15,17,18,30","0,2,15,17,18,21",2679704.4031,17088547105.0,kernel_32_31.txt,False,4294967291
32,4,4,"1,4,5,7,8,31","1,4,5,10,16,17",656039.6582,4217946180.0,kernel_32_32.txt,False,4294967291
32,4,9,"9,10,11,12,15,18","0,9,10,13,26,28",1430782.7639,9168177305.0,kernel_32_33.txt,False,4294967291
32,4,2,"2,3,4,8,16,32","2,3,10,13,17,24",428472.25,2753376290.0,kernel_32_34.txt,False,4294967291
32,4,3,"3,4,9,11,24,26","2,3,4,8,9,16",542340.561,3485661235.0,kernel_32_35.txt,False,4294967291
32,4,9,"2,9,10,19,24,29","3,9,10,16,18,20",1468346.345,9425938585.0,kernel_32_36.txt,False,4294967291
32,4,5,"2,5,6,12,19,27","5,6,7,9,12,30",889257.2739,5723514965.0,kernel_32_37.txt,False,4294967291
32,4,8,"3,8,9,14,16,28","5,6,8,9,28,32",1355546.6082,8693653640.0,kernel_32_38.txt,False,4294967291
32,4,0,"0,1,22,24,31,32","0,1,21,23,24,31",154256.717,990046225.0,kernel_32_39.txt,False,4294967291
32,4,3,"3,4,8,25,29,32","3,4,8,19,26,31",581896.978,3743422515.0,kernel_32_4.txt,False,4294967291
32,4,8,"8,9,12,13,17,23","8,9,13,18,29,31",1388328.3108,8910416025.0,kernel_32_40.txt,False,4294967291
32,4,1,"1,2,11,14,16,18","1,2,5,15,23,29",234466.5752,1505568785.0,kernel_32_41.txt,False,4294967291
32,4,1,"0,1,2,19,20,21","1,2,3,12,15,25",193707.5452,1247807505.0,kernel_32_42.txt,False,4294967291
32,4,0,"0,1,4,18,21,22","0,1,6,27,29,30",119493.6541,773283840.0,kernel_32_43.txt,False,4294967291
32,4,5,"2,5,6,9,16,27","4,5,6,26,29,32",890310.0139,5723514965.0,kernel_32_44.txt,False,4294967291
32,4,5,"4,5,6,9,18,28","0,3,5,6,17,25",810933.1858,5207992405.0,kernel_32_45.txt,False,4294967291
32,4,3,"3,4,5,11,20,26","2,3,4,22,24,29",542663.1421,3485661235.0,kernel_32_46.txt,False,4294967291
32,4,0,"0,1,3,11,24,31","0,1,4,10,22,24",79775.1321,515522560.0,kernel_32_47.txt,False,4294967291
32,4,9,"9,10,11,13,15,16","2,8,9,10,13,18",1468670.5391,9425938585.0,kernel_32_48.txt,False,4294967291
32,4,0,"0,1,8,19,22,23","0,1,12,18,25,26",154063.4971,990046225.0,kernel_32_49.txt,False,4294967291
32,4,0,"0,1,2,7,17,32","0,1,2,3,10,29",39910.2122,257761280.0,kernel_32_5.txt,False,4294967291
32,4,1,"1,2,7,10,16,23","1,2,7,14,17,21",274690.9849,1763330065.0,kernel_32_50.txt,False,4294967291
32,4,3,"2,3,4,7,17,26","3,4,11,16,24,26",616760.3018,3960184900.0,kernel_32_51.txt,False,4294967291
32,4,5,"5,6,9,19,22,27","2,5,6,19,21,29",850570.802,5465753685.0,kernel_32_52.txt,False,4294967291
32,4,2,"2,3,5,9,10,26","2,3,6,22,31,32",428251.2361,2753376290.0,kernel_32_53.txt,False,4294967291
32,4,4,"0,4,5,13,15,25","4,5,11,12,22,30",738222.5569,4733468740.0,kernel_32_54.txt,False,4294967291
32,4,6,"2,3,5,6,7,31","2,6,7,10,18,23",1004806.135,6455799910.0,kernel_32_55.txt,False,4294967291
32,4,2,"2,3,7,14,16,19","0,2,3,24,28,31",350729.1799,2237853730.0,kernel_32_56.txt,False,4294967291
32,4,2,"0,2,3,11,30,31","2,3,5,7,13,15",387104.5789,2495615010.0,kernel_32_57.txt,False,4294967291
32,4,7,"7,8,20,22,23,29","7,8,14,24,27,31",1234444.521,7920369800.0,kernel_32_58.txt,False,4294967291
32,4,3,"0,3,4,18,19,22","0,3,4,7,10,32",503330.4648,3227899955.0,kernel_32_59.txt,False,4294967291
