group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
40,5,1,"1,2,6,11,17,19,26","1,2,11,18,19,29,30",6097796.6199,590909196969.0,kernel_40_0002.txt,False,1099511627689
40,5,1,"1,2,5,28,36,38,40","1,2,7,24,27,28,30",5424460.0349,527235078825.0,kernel_40_0003.txt,False,1099511627689
40,5,1,"1,2,9,12,16,23,36","1,2,9,23,24,30,39",5822423.5811,564967889577.0,kernel_40_0004.txt,False,1099511627689
40,5,2,"2,3,14,15,25,32,34","2,3,5,7,19,34,39",8082695.759,783265580370.0,kernel_40_0005.txt,False,1099511627689
40,5,3,"3,4,14,18,27,28,40","2,3,4,11,14,29,38",11305666.5872,1095895298043.0,kernel_40_0006.txt,False,1099511627689
40,5,5,"0,5,6,11,24,27,36","5,6,7,17,23,25,33",19076673.554,1848502969677.0,kernel_40_0007.txt,False,1099511627689
40,5,0,"0,1,2,14,16,25,29","0,1,4,8,10,38,40",931090.582,91973726208.0,kernel_40_0008.txt,False,1099511627689
40,5,7,"7,8,19,26,30,31,37","2,7,8,12,30,32,35",25026501.718,2424238090911.0,kernel_40_0009.txt,False,1099511627689
40,5,1,"1,2,9,19,32,36,37","0,1,2,5,21,30,40",3535205.9028,343287626409.0,kernel_40_0010.txt,False,1099511627689
40,5,6,"6,7,11,19,24,25,39","6,7,8,9,13,21,26",22563661.551,2184715694070.0,kernel_40_0011.txt,False,1099511627689
40,5,0,"0,1,2,12,22,26,27","0,1,20,26,30,36,38",3309450.2019,323087192064.0,kernel_40_0012.txt,False,1099511627689
40,5,1,"1,2,13,15,17,26,27","1,2,3,15,19,20,30",4195305.7329,404603443881.0,kernel_40_0013.txt,False,1099511627689
40,5,4,"0,4,5,12,13,28,34","2,4,5,16,21,25,27",14789222.2629,1434466323108.0,kernel_40_0014.txt,False,1099511627689
40,5,5,"0,2,5,6,26,29,37","5,6,9,10,13,17,29",19342015.3899,1874444277069.0,kernel_40_0015.txt,False,1099511627689
40,5,9,"9,10,27,29,31,32,37","5,6,8,9,10,23,38",32612034.615,3155621056497.0,kernel_40_0016.txt,False,1099511627689
40,5,1,"1,2,10,17,19,28,39","1,2,5,20,29,37,40",4899386.5669,475352464041.0,kernel_40_0017.txt,False,1099511627689
40,5,9,"1,4,9,10,31,36,40","3,9,10,14,17,30,40",32203017.2019,3120246546417.0,kernel_40_0018.txt,False,1099511627689
40,5,5,"5,6,7,17,30,32,38","0,5,6,17,23,34,37",17495659.438,1695213425997.0,kernel_40_0019.txt,False,1099511627689
40,5,1,"1,2,3,11,21,23,29","1,2,6,9,12,29,34",5010380.479,484785666729.0,kernel_40_0020.txt,False,1099511627689
40,5,1,"1,2,6,10,13,20,26","1,2,9,15,17,22,31",5744635.8062,557892987561.0,kernel_40_0021.txt,False,1099511627689
40,5,9,"3,9,10,28,31,35,36","0,9,10,18,21,22,40",31209567.0081,3021197918193.0,kernel_40_0022.txt,False,1099511627689
40,5,0,"0,1,3,4,9,22,31","0,1,3,4,20,34,40",469588.6741,47166013440.0,kernel_40_0023.txt,False,1099511627689
40,5,4,"4,5,10,13,15,21,27","1,2,4,5,12,23,36",14149255.1431,1370792204964.0,kernel_40_0024.txt,False,1099511627689
40,5,0,"0,1,2,11,16,24,34","0,1,10,17,22,23,37",2517030.3931,245263269888.0,kernel_40_0025.txt,False,1099511627689
40,5,3,"0,3,4,10,12,15,35","3,4,19,24,28,30,40",13581907.791,1315217260539.0,,False,1099511627689
40,5,5,"0,5,6,13,16,25,31","3,5,6,22,28,29,40",18740478.228,1801336956237.0,kernel_40_0027.txt,False,1099511627689
40,5,0,"0,1,5,11,33,36,38","0,1,2,4,11,17,38",63860.6318,7074902016.0,kernel_40_0028.txt,False,1099511627689
40,5,1,"1,2,4,9,26,30,39","1,2,9,11,24,31,37",5774241.0779,553176386217.0,kernel_40_0029.txt,False,1099511627689
40,5,3,"3,4,7,15,20,23,32","3,4,7,13,16,25,27",12264737.135,1178435821563.0,kernel_40_0030.txt,False,1099511627689
40,5,11,"11,12,18,20,21,31,32","4,7,11,12,13,14,39",39610266.1301,3799746897219.0,kernel_40_0031.txt,False,1099511627689
40,5,2,"0,2,3,18,29,32,37","2,3,6,14,16,29,38",8586985.6201,825714992466.0,kernel_40_0032.txt,False,1099511627689
40,5,0,"0,1,11,13,27,36,38","0,1,2,13,17,29,34",342617.25,33016209408.0,kernel_40_0033.txt,False,1099511627689
40,5,11,"0,11,12,15,16,32,38","9,11,12,15,25,34,40",40670476.3059,3903512126787.0,kernel_40_0034.txt,False,1099511627689
40,5,2,"2,3,7,23,26,35,40","1,2,3,17,18,31,33",7701287.457,738457867602.0,kernel_40_0035.txt,False,1099511627689
40,5,5,"5,6,9,13,20,27,38","4,5,6,7,18,27,33",18825403.1851,1806053557581.0,kernel_40_0036.txt,False,1099511627689
40,5,1,"1,2,9,15,19,26,38","0,1,2,4,5,8,40",3517923.3499,336212724393.0,kernel_40_0037.txt,False,1099511627689
40,5,1,"1,2,4,6,21,32,38","1,2,11,26,27,35,37",6211283.7441,595625798313.0,kernel_40_0038.txt,False,1099511627689
40,5,2,"2,3,10,14,25,27,32","2,3,9,11,23,38,39",9202309.0789,884672509266.0,kernel_40_0039.txt,False,1099511627689
40,5,0,"0,1,7,14,26,30,37","0,1,6,10,13,18,27",1614953.5388,155647844352.0,kernel_40_0040.txt,False,1099511627689
40,5,1,"1,2,3,15,17,22,34","1,2,4,17,18,25,33",4545456.9629,439977953961.0,kernel_40_0041.txt,False,1099511627689
40,5,3,"3,4,5,11,18,19,32","0,3,4,18,24,35,38",10771109.0579,1034579480571.0,kernel_40_0042.txt,False,1099511627689
40,5,3,"2,3,4,24,31,35,37","3,4,10,17,20,23,39",12918028.4729,1239751639035.0,kernel_40_0043.txt,False,1099511627689
40,5,0,"0,1,6,9,10,16,28","0,1,12,22,23,34,40",2841593.4431,273562877952.0,kernel_40_0044.txt,False,1099511627689
40,5,2,"0,2,3,4,10,17,24","2,3,16,22,32,36,38",10080993.3572,969571333458.0,kernel_40_0045.txt,False,1099511627689
40,5,0,"0,1,4,12,21,35,37","0,1,2,5,10,30,36",110541.7729,11791503360.0,kernel_40_0046.txt,False,1099511627689
40,5,3,"3,4,6,18,25,27,38","3,4,24,36,37,38,39",13809228.2952,1324650463227.0,kernel_40_0047.txt,False,1099511627689
40,5,0,"0,1,7,22,25,27,31","0,1,5,15,17,21,30",1416618.9651,136781438976.0,kernel_40_0048.txt,False,1099511627689
40,5,3,"1,3,4,16,21,31,40","0,3,4,13,25,31,38",10676111.4001,1027504578555.0,kernel_40_0049.txt,False,1099511627689
40,5,3,"3,4,6,24,26,31,39","3,4,7,18,25,28,30",12336813.9929,1185510723579.0,kernel_40_0050.txt,False,1099511627689
40,5,5,"5,6,9,18,26,27,32","1,3,5,6,8,13,22",17785000.5869,1707004929357.0,,False,1099511627689
40,5,5,"5,6,16,23,27,28,33","5,6,10,18,26,28,34",19633771.8909,1902743885133.0,kernel_40_0052.txt,False,1099511627689
40,5,5,"5,6,13,16,18,24,25","2,5,6,9,14,24,34",18113239.6218,1754170942797.0,kernel_40_0053.txt,False,1099511627689
40,5,0,"0,1,17,18,29,30,32","0,1,2,5,7,19,23",101907.2961,9433202688.0,kernel_40_0054.txt,False,1099511627689
40,5,13,"11,13,14,16,20,28,37","11,13,14,16,23,28,38",47411661.3081,4590087379605.0,kernel_40_0055.txt,False,1099511627689
40,5,0,"0,1,5,9,28,29,37","0,1,12,16,19,34,39",2763966.804,268846276608.0,kernel_40_0056.txt,False,1099511627689
40,5,2,"0,2,3,18,20,21,34","1,2,3,13,19,22,40",7555213.106,733741266258.0,kernel_40_0057.txt,False,1099511627689
40,5,1,"1,2,10,16,18,32,38","1,2,3,4,7,24,30",3896600.7771,376303835817.0,kernel_40_0058.txt,False,1099511627689
40,5,8,"8,9,16,21,27,34,40","7,8,9,11,12,16,34",29641355.5601,2871290946888.0,kernel_40_0059.txt,False,1099511627689
