group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
34,3,30,"2,23,30,31,32","1,27,29,30,31",26309.6162,915385856.0,kernel_34_45.txt,False,17179869143
34,3,27,"3,5,11,27,28","6,23,27,28,32",23550.4199,826082048.0,kernel_34_53.txt,False,17179869143
34,3,21,"12,17,21,22,29","2,6,8,21,22",18311.311,647474432.0,kernel_34_6.txt,False,17179869143
34,3,15,"2,13,15,16,22","4,15,16,19,34",13066.9199,468866816.0,kernel_34_62.txt,False,17179869143
34,3,22,"7,9,11,22,23","3,11,22,23,32",19204.5452,677242368.0,kernel_34_69.txt,False,17179869143
34,3,1,"1,2,4,12,14","1,2,4,25,28",1421.7249,52115712.0,kernel_34_80.txt,False,17179869143
34,3,27,"6,15,27,28,30","12,17,27,28,31",23787.0249,833502208.0,kernel_34_94.txt,False,17179869143
34,3,24,"2,3,19,24,25","7,12,24,25,27",20950.9209,736778240.0,,False,17179869143
34,4,11,"3,11,12,13,31,34","11,12,15,18,22,30",884552.4929,20093356800.0,kernel_34_100.txt,False,17179869143
34,4,17,"0,6,17,18,21,30","15,17,18,19,25,26",1340624.9871,30140035200.0,kernel_34_11.txt,False,17179869143
34,4,0,"0,1,7,13,19,25","0,1,13,20,27,32",73320.7551,1674446400.0,kernel_34_12.txt,False,17179869143
34,4,11,"9,11,12,23,24,34","4,11,12,18,19,24",875018.396,19759776960.0,kernel_34_13.txt,False,17179869143
34,4,23,"2,14,23,24,26,29","6,10,14,16,23,24",1789120.1191,39853133760.0,kernel_34_14.txt,False,17179869143
34,4,3,"3,4,15,17,20,21","3,4,6,8,28,29",280793.635,6364205760.0,kernel_34_15.txt,False,17179869143
34,4,10,"2,7,10,11,16,28","5,10,11,23,25,26",800459.8381,18085330560.0,kernel_34_16.txt,False,17179869143
34,4,11,"8,11,12,15,18,33","5,11,12,13,14,16",871359.7771,19759776960.0,kernel_34_17.txt,False,17179869143
34,4,8,"5,8,9,24,28,32","5,8,9,14,18,26",651598.6189,14736437760.0,kernel_34_18.txt,False,17179869143
34,4,14,"8,11,14,15,19,30","13,14,15,18,24,34",1113509.7021,25116696000.0,kernel_34_19.txt,False,17179869143
34,4,4,"2,4,5,12,19,29","4,5,7,17,19,22",354097.6909,8038652160.0,kernel_34_2.txt,False,17179869143
34,4,16,"4,7,16,17,22,23","7,15,16,17,18,30",1249923.8281,28132008960.0,kernel_34_20.txt,False,17179869143
34,4,25,"3,9,13,18,25,26","5,11,23,25,26,28",1945891.467,43202026560.0,kernel_34_21.txt,False,17179869143
34,4,3,"0,3,4,19,25,31","3,4,10,16,22,24",279260.666,6364205760.0,kernel_34_22.txt,False,17179869143
