group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
33,3,7,"7,8,10,27,29","2,7,8,16,17",5162.7878,192527360.0,kernel_33_22.txt,False,8589934583
33,3,14,"0,14,15,22,27","8,12,14,15,26",9877.271,364738560.0,kernel_33_29.txt,False,8589934583
33,3,14,"2,12,14,15,22","0,14,15,21,29",9855.8462,364738560.0,kernel_33_68.txt,False,8589934583
33,3,6,"2,6,7,28,31","4,6,7,20,23",4502.991,167925760.0,kernel_33_7.txt,False,8589934583
33,3,32,"9,13,27,32,33","7,8,24,32,33",22547.813,807567360.0,kernel_33_80.txt,False,8589934583
33,3,11,"11,12,18,19,30","3,9,11,12,30",7842.4319,290933760.0,kernel_33_81.txt,False,8589934583
33,3,2,"2,3,19,23,25","2,3,16,19,31",1971.1172,73804800.0,,False,8589934583
33,4,9,"2,9,10,12,28,30","1,3,9,10,17,18",550632.0791,12816431680.0,kernel_33_10.txt,False,8589934583
33,4,19,"5,8,15,19,20,31","9,10,17,19,20,32",1113735.3818,25747647680.0,kernel_33_100.txt,False,8589934583
33,4,7,"2,7,8,9,12,20","6,7,8,13,17,22",438726.2371,10230188480.0,kernel_33_11.txt,False,8589934583
33,4,5,"5,6,9,10,15,27","5,6,17,20,24,30",331397.8489,7758729600.0,kernel_33_12.txt,False,8589934583
33,4,15,"15,16,18,19,28,31","1,14,15,16,24,29",886465.408,20575161280.0,kernel_33_13.txt,False,8589934583
33,4,6,"6,7,9,20,24,26","2,6,7,13,30,33",384102.947,8937066880.0,kernel_33_14.txt,False,8589934583
33,4,4,"4,5,10,12,21,31","2,4,5,11,29,31",269855.7371,6350823680.0,kernel_33_15.txt,False,8589934583
33,4,1,"1,2,5,7,9,10","1,2,10,27,30,33",105510.77,2471458880.0,kernel_33_16.txt,False,8589934583
33,4,2,"2,3,5,12,28,31","2,3,10,14,23,32",160692.5261,3764580480.0,kernel_33_17.txt,False,8589934583
33,4,1,"1,2,4,7,24,29","1,2,25,27,28,29",110150.3708,2586243200.0,kernel_33_18.txt,False,8589934583
33,4,14,"9,10,14,15,20,28","4,9,12,14,15,23",829388.9038,19282039680.0,kernel_33_19.txt,False,8589934583
33,4,1,"1,2,4,5,9,10","1,2,3,8,16,20",105315.812,2471458880.0,kernel_33_2.txt,False,8589934583
33,4,5,"1,5,6,11,30,31","5,6,10,16,26,32",326435.6292,7643945280.0,kernel_33_20.txt,False,8589934583
33,4,10,"10,11,15,24,28,30","1,10,11,21,22,28",606618.8159,14109553280.0,kernel_33_21.txt,False,8589934583
33,4,25,"4,5,23,24,25,26","1,16,19,20,25,26",1470327.0549,33506377280.0,kernel_33_22.txt,False,8589934583
33,4,5,"3,5,6,7,10,28","5,6,10,17,18,26",326428.698,7643945280.0,kernel_33_23.txt,False,8589934583
33,4,5,"5,6,8,19,20,21","5,6,13,27,28,30",328858.8921,7643945280.0,kernel_33_24.txt,False,8589934583
