group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
39,5,7,"7,8,11,16,23,32,39","2,7,8,11,23,27,30",18997812.5168,1843802622396.0,kernel_39_0002.txt,False,549755813657
39,5,0,"0,1,10,18,20,32,34","0,1,7,11,16,18,33",1431695.7981,139804901376.0,kernel_39_0003.txt,False,549755813657
39,5,0,"0,1,7,10,21,23,32","0,1,5,7,8,9,34",944213.5649,92517949440.0,kernel_39_0004.txt,False,549755813657
39,5,1,"0,1,2,24,27,33,37","1,2,4,5,19,28,36",3244759.175,317736313188.0,kernel_39_0005.txt,False,549755813657
39,5,4,"3,4,5,6,18,32,34","2,4,5,19,25,36,39",11240355.7991,1096189126032.0,kernel_39_0006.txt,False,549755813657
39,5,4,"4,5,9,12,23,30,39","4,5,6,26,29,30,38",11711966.6199,1141420123536.0,kernel_39_0007.txt,False,549755813657
39,5,0,"0,1,3,4,6,37,39","0,1,2,8,10,30,35",154762.1311,16447635456.0,kernel_39_0008.txt,False,549755813657
39,5,4,"2,4,5,12,20,23,25","4,5,10,11,21,22,31",12206596.666,1190763029904.0,kernel_39_0009.txt,False,549755813657
39,5,0,"0,1,3,14,30,33,37","0,1,5,11,15,24,31",1042754.323,102797721600.0,kernel_39_0010.txt,False,549755813657
39,5,0,"0,1,18,29,34,35,36","0,1,3,7,9,25,27",449354.7532,43175043072.0,kernel_39_0011.txt,False,549755813657
39,5,7,"7,8,16,18,22,32,34","3,4,7,8,14,21,37",19066772.6399,1856138348988.0,kernel_39_0012.txt,False,549755813657
39,5,0,"0,1,16,19,25,27,38","0,1,12,14,16,20,35",2114930.4761,205595443200.0,kernel_39_0013.txt,False,549755813657
39,5,0,"0,1,6,11,12,31,34","0,1,8,15,20,32,39",1654490.8979,162420400128.0,kernel_39_0014.txt,False,549755813657
39,5,0,"0,1,11,14,15,27,31","0,1,3,15,16,20,30",587548.5601,57566724096.0,kernel_39_0015.txt,False,549755813657
39,5,0,"0,1,3,13,23,33,36","0,1,13,14,22,23,30",2196195.4399,213819260928.0,kernel_39_0016.txt,False,549755813657
39,5,1,"1,2,7,12,13,18,22","1,2,11,16,25,34,37",4637637.719,451373351268.0,kernel_39_0017.txt,False,549755813657
39,5,0,"0,1,4,11,16,27,35","0,1,8,18,26,33,37",1683011.4189,164476354560.0,kernel_39_0018.txt,False,549755813657
39,5,1,"0,1,2,22,28,38,39","1,2,6,13,15,20,35",3868184.8879,377358991716.0,kernel_39_0019.txt,False,549755813657
39,5,1,"1,2,4,11,25,27,34","0,1,2,5,9,14,33",2671573.6318,260169589092.0,kernel_39_0020.txt,False,549755813657
39,5,0,"0,1,18,24,32,36,39","0,1,9,16,19,21,25",1830556.5378,176812081152.0,kernel_39_0021.txt,False,549755813657
39,5,0,"0,1,8,18,37,38,39","0,1,2,4,5,34,37",39376.146,4111908864.0,kernel_39_0022.txt,False,549755813657
39,5,3,"1,3,4,6,7,8,21","3,4,9,21,28,30,32",9588577.968,934705349676.0,kernel_39_0023.txt,False,549755813657
39,5,1,"1,2,3,7,12,15,24","1,2,3,4,9,14,30",2937753.8489,286896996708.0,kernel_39_0024.txt,False,549755813657
39,5,2,"0,2,3,4,8,13,38","2,3,16,20,25,26,29",7552833.4922,738270347976.0,kernel_39_0025.txt,False,549755813657
39,5,0,"0,1,9,19,28,30,39","0,1,3,17,27,34,37",611875.5261,59622678528.0,kernel_39_0026.txt,False,549755813657
39,5,1,"1,2,6,26,31,32,39","0,1,2,6,26,30,35",2738318.5781,266337452388.0,kernel_39_0027.txt,False,549755813657
39,5,0,"0,1,6,12,16,22,32","0,1,5,7,15,30,34",965230.3191,94573903872.0,kernel_39_0028.txt,False,549755813657
39,5,0,"0,1,2,16,27,33,35","0,1,4,10,16,28,38",788895.1621,78126268416.0,kernel_39_0029.txt,False,549755813657
39,5,1,"1,2,9,17,28,29,38","1,2,3,5,13,17,32",2987376.1821,291008905572.0,kernel_39_0030.txt,False,549755813657
39,5,12,"6,7,12,13,30,32,34","3,9,12,13,22,25,33",32114609.553,3126146977968.0,,False,549755813657
39,5,2,"2,3,10,12,19,20,26","2,3,6,15,24,25,28",6469038.0769,631360717512.0,kernel_39_0032.txt,False,549755813657
39,5,0,"0,1,4,11,26,31,34","0,1,3,6,9,18,28",411366.175,41119088640.0,kernel_39_0033.txt,False,549755813657
39,5,1,"0,1,2,3,5,28,37","1,2,8,9,16,27,38",4139545.2852,404086399332.0,kernel_39_0034.txt,False,549755813657
39,5,2,"1,2,3,12,30,37,38","2,3,8,12,27,32,39",6799364.677,662200033992.0,kernel_39_0035.txt,False,549755813657
39,5,0,"0,1,14,15,20,27,30","0,1,2,27,32,34,39",339966.4441,32895270912.0,kernel_39_0036.txt,False,549755813657
39,5,0,"0,1,8,17,20,27,31","0,1,7,10,11,35,36",1400686.54,137748946944.0,kernel_39_0037.txt,False,549755813657
39,5,4,"1,4,5,7,16,27,34","0,4,5,9,18,37,39",10564204.0811,1028342629776.0,kernel_39_0038.txt,False,549755813657
39,5,0,"0,1,3,5,12,17,26","0,1,12,16,23,28,32",2117087.0999,207651397632.0,kernel_39_0039.txt,False,549755813657
39,5,1,"1,2,6,10,15,34,35","1,2,13,17,27,32,34",4802980.2561,467820986724.0,kernel_39_0040.txt,False,549755813657
39,5,0,"0,1,8,9,17,21,37","0,1,19,20,30,31,39",2476061.7429,242602622976.0,kernel_39_0041.txt,False,549755813657
39,5,0,"0,1,7,12,13,25,26","0,1,7,10,26,31,38",1427552.2319,139804901376.0,kernel_39_0042.txt,False,549755813657
39,5,3,"3,4,9,15,20,24,29","3,4,9,12,15,22,36",9514392.03,926481531948.0,kernel_39_0043.txt,False,549755813657
39,5,3,"2,3,4,11,12,27,36","3,4,10,20,31,37,38",9705679.5532,947041076268.0,kernel_39_0044.txt,False,549755813657
39,5,1,"1,2,6,12,27,28,37","1,2,4,11,12,25,26",3382145.573,330072039780.0,kernel_39_0045.txt,False,549755813657
39,5,1,"1,2,7,13,17,29,38","1,2,9,15,19,26,34",4367473.843,426701898084.0,kernel_39_0046.txt,False,549755813657
39,5,0,"0,1,3,13,14,34,35","0,1,12,15,21,29,36",2128759.2109,207651397632.0,kernel_39_0047.txt,False,549755813657
39,5,0,"0,1,14,15,30,37,38","0,1,3,19,31,32,33",635937.698,61678632960.0,kernel_39_0048.txt,False,549755813657
39,5,0,"0,1,12,28,30,34,38","0,1,5,6,18,21,31",953475.189,92517949440.0,kernel_39_0049.txt,False,549755813657
39,5,0,"0,1,6,11,19,21,35","0,1,4,5,17,27,29",669182.042,65790541824.0,kernel_39_0050.txt,False,549755813657
39,5,3,"3,4,12,28,32,37,39","3,4,6,10,14,15,30",9018698.813,877138625580.0,kernel_39_0051.txt,False,549755813657
39,5,0,"0,1,2,6,21,30,33","0,1,3,6,10,30,34",407012.2561,41119088640.0,kernel_39_0052.txt,False,549755813657
39,5,3,"1,3,4,10,23,33,35","3,4,7,9,15,25,38",9185692.8579,893586261036.0,kernel_39_0053.txt,False,549755813657
39,5,1,"1,2,13,17,19,28,31","1,2,11,21,26,28,29",4671044.042,453429305700.0,kernel_39_0054.txt,False,549755813657
39,5,3,"0,3,4,10,11,12,24","3,4,6,21,22,28,29",9104413.6802,887418397740.0,kernel_39_0055.txt,False,549755813657
39,5,4,"4,5,9,10,12,37,38","3,4,5,16,19,21,22",11462652.2871,1116748670352.0,kernel_39_0056.txt,False,549755813657
39,5,4,"4,5,7,8,18,30,31","1,4,5,15,17,24,26",10940414.3889,1065349809552.0,kernel_39_0057.txt,False,549755813657
39,5,1,"1,2,13,16,18,21,37","1,2,4,8,15,30,36",3353787.4609,325960130916.0,kernel_39_0058.txt,False,549755813657
39,5,4,"4,5,7,9,31,34,37","2,4,5,7,13,16,34",11074119.28,1077685536144.0,kernel_39_0059.txt,False,549755813657
39,5,0,"0,1,5,17,34,35,36","0,1,6,7,10,27,31",1155697.4558,113077493760.0,kernel_39_0060.txt,False,549755813657
39,5,0,"0,1,5,18,24,32,39","0,1,3,8,14,27,35",476705.8521,47286951936.0,,False,549755813657
39,5,8,"8,9,18,19,24,27,38","0,8,9,29,30,31,34",21227223.457,2050517396256.0,kernel_39_0062.txt,False,549755813657
39,5,1,"1,2,7,17,18,21,29","1,2,10,11,14,18,36",4455499.0898,432869761380.0,kernel_39_0063.txt,False,549755813657
39,5,0,"0,1,3,4,11,30,33","0,1,2,14,15,20,24",259958.5261,26727407616.0,kernel_39_0064.txt,False,549755813657
39,5,0,"0,1,12,19,23,32,38","0,1,6,7,11,13,31",1173807.863,113077493760.0,kernel_39_0065.txt,False,549755813657
39,5,0,"0,1,2,8,13,18,28","0,1,6,7,26,35,36",1167678.3989,115133448192.0,kernel_39_0066.txt,False,549755813657
39,5,1,"0,1,2,23,27,33,39","1,2,3,17,20,31,33",3203175.9189,311568449892.0,kernel_39_0067.txt,False,549755813657
39,5,1,"1,2,15,17,18,21,30","1,2,21,23,30,34,37",5181708.1289,498660303204.0,kernel_39_0068.txt,False,549755813657
39,5,2,"2,3,18,19,23,27,35","0,2,3,31,33,37,39",5582700.105,538842768072.0,kernel_39_0069.txt,False,549755813657
39,5,2,"2,3,16,17,18,22,26","2,3,7,8,10,31,36",6578695.7661,637528580808.0,kernel_39_0070.txt,False,549755813657
39,5,0,"0,1,5,13,22,23,25","0,1,5,6,22,23,26",940677.6418,92517949440.0,kernel_39_0071.txt,False,549755813657
39,5,0,"0,1,4,7,9,15,19","0,1,3,6,8,27,35",411405.8999,41119088640.0,kernel_39_0072.txt,False,549755813657
39,5,5,"0,3,5,6,13,16,19","4,5,6,13,21,35,39",14315929.583,1385142077172.0,kernel_39_0073.txt,False,549755813657
39,5,2,"2,3,8,15,36,37,38","2,3,13,17,26,28,31",7446850.373,719766758088.0,kernel_39_0074.txt,False,549755813657
39,5,5,"1,5,6,22,23,32,33","5,6,7,18,21,28,29",14580297.1931,1407757575924.0,kernel_39_0075.txt,False,549755813657
39,5,2,"2,3,15,18,26,27,29","0,2,3,7,9,10,21",5372001.9211,518283223752.0,kernel_39_0076.txt,False,549755813657
