group,dev,s,row_idx,col_idx,time_ms,minors_tested,matrix,is_principal,prime
27,3,18,"0,7,18,19,22","6,13,15,18,19",10950.0149,127004800.0,kernel_27_10.txt,False,134217689
27,3,20,"2,15,20,21,25","8,10,11,20,21",12138.9519,140524800.0,kernel_27_12.txt,False,134217689
27,3,14,"1,13,14,15,26","1,14,15,20,23",8534.5129,99964800.0,kernel_27_13.txt,False,134217689
27,3,1,"1,2,7,8,9","1,2,3,5,12",1010.5659,12084800.0,kernel_27_14.txt,False,134217689
27,3,18,"1,3,17,18,19","4,16,18,19,22",10912.428,127004800.0,kernel_27_15.txt,False,134217689
27,3,19,"10,18,19,20,24","3,19,20,24,27",11527.4961,133764800.0,kernel_27_16.txt,False,134217689
27,3,21,"7,14,21,22,26","4,17,21,22,25",12717.748,147284800.0,kernel_27_18.txt,False,134217689
27,3,0,"0,1,6,7,27","0,1,6,20,22",448.9961,5324800.0,kernel_27_19.txt,False,134217689
27,3,12,"2,12,13,14,22","10,12,13,21,26",7484.0151,87880000.0,kernel_27_21.txt,False,134217689
27,3,5,"1,5,6,7,9","5,6,9,18,24",3311.053,39124800.0,kernel_27_23.txt,False,134217689
27,3,22,"0,6,22,23,27","13,14,21,22,23",13473.783,155480000.0,kernel_27_26.txt,False,134217689
27,3,8,"6,8,9,14,22","7,8,9,14,23",5029.052,59404800.0,kernel_27_27.txt,False,134217689
27,3,5,"5,6,8,14,17","3,5,6,18,25",3310.342,39124800.0,kernel_27_28.txt,False,134217689
27,3,6,"0,6,7,15,22","6,7,19,20,25",4012.45,47320000.0,kernel_27_29.txt,False,134217689
27,3,15,"6,14,15,16,26","6,8,13,15,16",9125.084,106724800.0,kernel_27_3.txt,False,134217689
27,3,25,"0,12,18,25,26","11,19,25,26,27",15291.1858,175760000.0,kernel_27_30.txt,False,134217689
27,3,2,"0,2,3,14,19","2,3,10,23,25",1583.7671,18844800.0,kernel_27_33.txt,False,134217689
27,3,1,"1,2,4,21,23","1,2,6,10,21",1017.491,12084800.0,kernel_27_34.txt,False,134217689
27,3,3,"3,4,6,9,10","0,3,4,20,22",2181.5701,25604800.0,kernel_27_35.txt,False,134217689
27,3,20,"2,9,20,21,27","0,3,13,20,21",12132.0581,140524800.0,kernel_27_36.txt,False,134217689
27,3,14,"6,14,15,23,27","11,14,15,26,27",8692.5291,101400000.0,kernel_27_38.txt,False,134217689
27,3,10,"1,7,10,11,13","1,10,11,13,17",6228.927,72924800.0,kernel_27_39.txt,False,134217689
27,3,23,"9,17,21,23,24","9,13,23,24,26",13957.6812,160804800.0,kernel_27_4.txt,False,134217689
27,3,2,"2,3,14,17,19","2,3,6,22,26",1604.467,18844800.0,kernel_27_41.txt,False,134217689
27,3,17,"11,17,18,23,24","12,15,17,18,24",10487.926,121680000.0,kernel_27_42.txt,False,134217689
27,3,3,"1,3,4,9,12","0,3,4,9,14",2158.406,25604800.0,kernel_27_44.txt,False,134217689
